restaurant_name,restaurant_ID,restaurant_address,restaurant_tag,rating,price,review_number,unique_reviewer,reviews_Jan_19,reviews_Feb_19,reviews_Mar_19,reviews_Apr_19,reviews_May_19,reviews_Jun_19,reviews_Jul_19,reviews_Aug_19,reviews_Jan_20,reviews_Feb_20,reviews_Mar_20,reviews_Apr_20,reviews_May_20,reviews_Jun_20,reviews_Jul_20,reviews_Aug_20,restaurant_neighborhood,GIS_ID,CT_ID_10,NUM_REST,RATE_REVIEWS,RATE_REVIEWERS,AVG_RATING,PCT_DLRS_1,PCT_DLRS_2,PCT_DLRS_3,PCT_DLRS_4,PCT_DLRS_NA,reviews_Jan_19,reviews_Feb_19,reviews_Mar_19,reviews_Apr_19,reviews_May_19,reviews_Jun_19,reviews_Jul_19,reviews_Aug_19,reviews_Jan_20,reviews_Feb_20,reviews_Mar_20,reviews_Apr_20,reviews_May_20,reviews_Jun_20,reviews_Jul_20,reviews_Aug_20,closed
Lolita Cocina & Tequila Bar Back Bay,1818,"271 Dartmouth St,Boston, MA 02116,","Mexican,Lounges,Cocktail Bars,",4,$$ ,2159,2149,33,17,23,18,20,24,29,24,19,10,10,2,2,1,3,0,Boston,501312000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Met Back Bay,1998,"279 Dartmouth St,Boston, MA 02116,","American (New),",3,$$ ,894,893,4,2,4,7,10,6,6,6,1,4,3,1,0,0,1,0,Boston,501341000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Mobilehomeboston,2052,"220 Clarendon St,Boston, MA 02116,","Food Stands,",5,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501297000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Moody's Delicatessen & Provisions,2074,"500 Boylston St,Boston, MA 02116,","Delis,Breakfast & Brunch,Sandwiches,",3,$$ ,74,74,0,5,2,3,4,1,0,2,0,0,1,0,0,0,0,0,Boston,401092000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Newbury Street,2160,"10 Newbury St,Boston, MA 02228,","Landmarks & Historical Buildings,Food Court,Shopping Centers,",4,NA,91,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,East Boston,501249000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Orá Trattorizza,2273,"653 Boylston St,Boston, MA 02116,","Italian,",4,$$ ,75,75,3,1,1,2,2,3,7,0,1,0,0,0,0,0,0,0,Boston,501390000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Panera Bread,2320,"450 Boylston St,Boston, MA 02116,","Sandwiches,Salad,Soup,",2.5,$ ,163,163,2,1,2,1,1,1,0,1,2,1,0,0,0,0,1,0,Boston,401096000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Parish Cafe and Bar,2344,"361 Boylston St,Boston, MA 02116,","Sandwiches,American (Traditional),Cocktail Bars,",4,$$ ,1420,1418,3,2,5,4,13,11,8,7,4,6,2,0,0,0,0,0,Boston,501229000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Q-Vin,2522,"545 Boylston St,Boston, MA 02116,","Restaurants,",3,$ ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501298000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Rebecca's Cafe & Catering,2551,"500 Boylston St,Boston, MA 02116,","Restaurants,Caterers,",NA,$$ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,401092000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Saltie Girl,2714,"281 Dartmouth St,Boston, MA 02116,","Seafood,Wine Bars,Cocktail Bars,",4.5,$$$ ,1027,1025,16,14,24,25,27,23,28,23,19,17,10,1,2,7,9,13,Boston,501341000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,TRUE
Stephanie's On Newbury,2931,"190 Newbury St,Boston, MA 02116,","American (Traditional),Breakfast & Brunch,Venues & Event Spaces,",3,$$$ ,1535,1531,7,5,10,12,16,11,17,11,1,4,2,0,1,1,3,7,Boston,501398000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Tatte Bakery & Cafe,3106,"399 Boylston St,Boston, MA 02116,","Breakfast & Brunch,Sandwiches,Coffee & Tea,",4.5,$$ ,308,301,9,10,15,14,12,16,14,7,8,7,3,2,0,2,2,0,Boston,501230000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Thai Basil Restaurant,3146,"132 Newbury St,Boston, MA 02116,","Thai,Seafood,Noodles,",3.5,$$ ,463,462,3,2,3,0,6,1,6,1,6,5,0,1,1,0,2,1,Boston,501317000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
The Cafe at Taj Boston,3189,"15 Arlington St,Boston, MA 02116,","Indian,American (New),",3,$$$ ,77,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501195000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Thinking Cup,3322,"85 Newbury St,Boston, MA 02116,","Coffee & Tea,Breakfast & Brunch,Sandwiches,",4.5,$$ ,783,782,8,7,3,3,3,12,10,12,7,3,0,0,0,0,1,0,Boston,501288000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Tico Boston,3330,"222 Berkeley St,Boston, MA 02116,","Latin American,American (New),",3.5,$$ ,568,568,1,3,1,4,1,2,1,0,3,2,1,0,0,0,0,0,Boston,401096000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Wendy's,3508,"551 Boylston Street,Boston, MA 02116,","Burgers,Fast Food,",2.5,$ ,50,49,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Boston,501299000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Yamato II,3573,"545 Boylston St,Boston, MA 02116,","Japanese,Sushi Bars,Buffets,",3,$$ ,404,404,8,4,4,6,9,5,6,6,9,7,1,0,0,0,3,2,Boston,501298000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
by CHLOE. Back Bay,3622,"399 Boylston St,Boston, MA 02116,","Vegan,Fast Food,Vegetarian,",3.5,$$ ,94,94,3,4,3,3,6,6,7,4,3,3,5,3,2,2,1,1,Boston,501230000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
sweetgreen,3642,"659 Boylston St,Boston, MA 02116,","Salad,Vegetarian,",4,$$ ,536,536,3,1,4,0,1,1,5,1,0,1,2,0,0,0,2,0,Boston,501392000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Big Daddy's Hot Dog Stand,334,"Bolyston & Darthmouth,Boston, MA 02116,","Hot Dogs,",4.5,$ ,12,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston,501312000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,FALSE
Pret A Manger,2490,"507 Boylston St,Boston, MA 02116,","Coffee & Tea,Sandwiches,Breakfast & Brunch,",3.5,$ ,150,150,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,Boston,501296000,25025010702,42,340.1666667,317,3.714145727,0.19047619,0.476190476,0.071428571,0,0.261904762,133,109,137,130,154,180,214,171,138,121,65,16,21,20,46,42,TRUE
Fresh Fish West Trnsport,1263,"136 Beacon St,Boston, MA 02116,","Seafood,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,502581010,25025010801,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Chef Chang's on Back Bay,723,"30 Massachusetts Ave,Boston, MA 02115,","Chinese,Noodles,Soup,",3.5,$$ ,87,86,0,0,1,2,2,1,3,0,0,0,1,0,0,0,0,0,Boston,503643000,25025010802,2,43.5,43,3.5,0,0.5,0,0,0.5,0,0,1,2,2,1,3,0,0,0,1,0,0,0,0,0,FALSE
Elenas Cafe,1114,"424 Beacon St,Boston, MA 02115,","Cafes,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,503507000,25025010802,2,87,86,NA,0,1,0,0,0,0,0,2,4,4,2,6,0,0,0,2,0,0,0,0,0,FALSE
75 Chestnut,25,"75 Chestnut St,Boston, MA 02108,","American (New),Diners,Steakhouses,",4,$$ ,484,481,2,4,1,3,2,1,4,5,4,3,1,1,0,0,0,0,Boston,502360000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Artu,158,"89 Charles St,Boston, MA 02114,","Italian,",3.5,$$ ,175,175,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,Boston,501771000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Asian Thoi Bao,168,"Boston, MA 02108,","Asian Fusion,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501599000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Beacon Hill Hotel & Bistro,293,"25 Charles St,Boston, MA 02114,","American (New),Breakfast & Brunch,",3.5,$$ ,341,341,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Boston,501437000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Bin 26 Enoteca,343,"26 Charles St,Boston, MA 02114,","Italian,Wine Bars,",3.5,$$$ ,287,287,1,1,2,1,0,3,0,4,4,0,0,0,0,0,1,0,Boston,502281000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Caffe Bella Vita,605,"30 Charles St,Boston, MA 02114,","Coffee & Tea,Ice Cream & Frozen Yogurt,Sandwiches,",2.5,$$ ,169,169,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Boston,502281000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Cheers,719,"84 Beacon St,Boston, MA 02108,","American (Traditional),Sports Bars,",3.5,$$ ,953,943,7,8,7,5,10,12,12,17,5,7,4,0,0,0,2,2,Boston,502295000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Corner Cafe,858,"Fax 502 Maschsts Ave,Boston, MA 02108,","Sandwiches,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501599000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Earl of Sandwich,1062,"1B Charles St,Boston Common,Boston Common,Boston, MA 02114,","Sandwiches,Salad,Wraps,",3.5,$ ,77,77,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,Boston,501413000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Everybody Loves Pot Pies,1140,"Boston, MA 02108,","Pop-Up Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501599000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Figs by Todd English,1177,"42 Charles St,Boston, MA 02114,","Pizza,Italian,",4,$$ ,758,757,7,1,4,5,8,3,5,2,1,3,1,0,1,2,2,3,Boston,502330000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Nino’s Pizza & Subs,2177,"79 Charles St,Boston, MA 02114,","Pizza,Sandwiches,",3.5,$ ,79,79,0,0,0,0,1,0,3,2,0,0,0,1,1,0,0,0,Boston,501768000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Oath Pizza - Boston,2225,"Boston, MA 02108,","Pizza,Salad,Vegan,",4,NA,6,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Boston,501599000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Primo's Pizza Restaurant,2502,"28 Myrtle St,Boston, MA 02114,","Pizza,Italian,",3.5,$ ,69,69,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,Boston,501882000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Seaport Bar & Grille,2772,"Boston, MA 02108,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501599000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Tatte Bakery & Cafe,3110,"70 Charles St,Boston, MA 02114,","Cafes,Bakeries,",4,$$ ,444,444,7,4,7,4,4,10,1,10,1,7,1,2,2,0,3,2,Boston,502406000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
The Cookizza Parlor,3207,"Boston, MA 02108,","Food Delivery Services,Pizza,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501599000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
The Paramount,3271,"44 Charles St,Boston, MA 02114,","Breakfast & Brunch,American (New),Sandwiches,",4,$$ ,1583,1573,6,11,6,5,10,8,15,13,8,5,3,0,1,2,1,1,Boston,502329000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
The Sevens Ale House,3294,"77 Charles St,Boston, MA 02114,","Pubs,American (Traditional),",3.5,$$ ,281,281,0,1,2,6,2,6,2,3,2,2,1,1,0,0,0,0,Boston,501767000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
The Wrap,3318,"Boston, MA 02108,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501599000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Toscano Restaurant,3367,"47 Charles St,Boston, MA 02114,","Italian,",4,$$$ ,492,491,4,3,3,2,1,2,3,5,3,2,2,0,0,0,1,0,Boston,501499000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Upper Crust Pizzeria,3433,"20 Charles St,Boston, MA 02114,","Pizza,",3.5,$ ,399,398,3,1,0,1,2,5,4,1,3,2,1,0,3,0,0,1,Boston,502282002,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
Bella Rosa,307,"Charles St,Boston, MA 02114,","Breakfast & Brunch,",1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,501773000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
The Hungry I,3245,"71 1/2 Charles St,Boston, MA 02114,","French,",3,$$$ ,96,96,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Boston,501773000,25025020101,24,278.9166667,277.8333333,3.748580819,0.166666667,0.375,0.125,0,0.333333333,38,39,36,35,43,52,52,64,31,35,16,6,8,4,10,9,FALSE
All Star Pizza Bar,85,"204 Cambridge St,Boston, MA 02114,","Pizza,",4.5,$ ,86,86,2,2,1,3,1,2,4,1,0,2,1,0,0,2,0,0,Boston,300138000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Anna's Taqueria,119,"242 Cambridge St,Boston, MA 02114,","Mexican,",3.5,$ ,378,377,4,5,3,2,4,3,0,1,3,4,2,1,2,1,3,1,Boston,502187000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Antonio's Cucina Italiana,129,"288 Cambridge St,Boston, MA 02114,","Italian,",3.5,$$ ,296,296,3,2,1,2,0,4,1,1,2,1,1,3,2,0,1,0,Boston,502213000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Felcaro Pizzeria,1169,"280 Cambridge St,Boston, MA 02114,","Pizza,",3,$ ,170,170,1,2,1,2,1,1,4,1,2,1,1,1,2,0,0,2,Boston,502215000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Fins Sushi and Grill,1189,"240 Cambridge St,Boston, MA 02114,","Japanese,Sushi Bars,",3.5,$$ ,167,167,1,1,0,0,2,2,3,1,1,1,0,0,1,0,3,0,Boston,502168000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Harvard Gardens,1438,"316 Cambridge St,Boston, MA 02114,","Bars,American (Traditional),Burgers,",3.5,$$ ,436,435,3,5,2,5,3,2,6,4,6,1,2,2,0,1,1,0,Boston,502242000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Hulun Beir,1503,"326 Cambridge St,Boston, MA 02114,","Mongolian,Hot Pot,Barbeque,",3,$$ ,159,158,1,0,0,0,0,1,1,3,0,0,1,0,0,0,1,0,Boston,502242000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
King and I,1661,"145 Charles St,Boston, MA 02114,","Thai,",3.5,$$ ,338,336,0,2,1,1,1,3,2,2,0,1,2,0,1,0,1,1,Boston,502008000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Ma Maison,1878,"272 Cambridge St,Boston, MA 02114,","French,Cocktail Bars,Wine Bars,",4.5,$$ ,225,225,9,3,3,4,3,5,2,6,4,3,2,0,0,1,0,3,Boston,502216000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Nourish Your Soul,2199,"282 Cambridge St,Boston, MA 02114,","Juice Bars & Smoothies,Vegan,",3.5,NA,24,24,0,0,3,0,0,1,0,2,3,2,1,0,0,0,0,0,Boston,502214000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Panificio,2326,"144 Charles St,Boston, MA 02114,","Breakfast & Brunch,Sandwiches,",3,$$ ,296,292,0,1,1,0,1,3,2,1,0,1,0,0,1,0,0,0,Boston,502444000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Peregrine,2385,"170 Charles St,Boston, MA 02114,","Mediterranean,Catalan,Italian,",3.5,NA,28,28,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,Boston,502443000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
The Hill Tavern,3243,"228 Cambridge St,Boston, MA 02114,","Pubs,Breakfast & Brunch,Sandwiches,",3.5,$$ ,241,241,0,3,0,0,1,2,3,3,0,0,0,0,0,1,0,1,Boston,502169000,25025020200,13,218.7692308,218.0769231,3.499472574,0.230769231,0.615384615,0,0,0.153846154,24,26,16,19,17,29,34,29,24,18,13,7,9,6,10,8,FALSE
Alibi,83,"215 Charles St,Boston, MA 02114,","Lounges,American (New),",3,$$$ ,361,360,4,2,1,2,1,0,3,3,0,0,0,0,0,1,0,1,Boston,300445000,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
Au Bon Pain,186,"209 Cambridge St,Boston, MA 02114,","Sandwiches,Salad,Soup,",2,$ ,57,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Boston,300660010,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
Bon Me,404,"Boston, MA 02114,","Food Trucks,Vietnamese,",3.5,$$ ,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,300624000,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
CLINK,558,"215 Charles St,The Liberty Hotel,Boston, MA 02114,","American (New),Lounges,",3,$$$ ,401,401,0,2,3,1,2,1,5,3,3,5,2,0,0,0,0,1,Boston,300445000,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
Eat Street Cafe,1074,"55 Fruit St,Boston, MA 02228,","Delis,Salad,Sandwiches,",3.5,$ ,31,31,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,East Boston,300370000,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
FOUR'S BOSTON,1146,"Boston, MA 02114,","Seafood,Sports Bars,American (Traditional),",2,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,300624000,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
Finagle A Bagel,1185,"277 Cambridge St,Boston, MA 02114,","Bagels,Sandwiches,Breakfast & Brunch,",3,$ ,70,70,0,0,1,0,2,0,0,6,1,1,0,0,0,0,0,0,Boston,300418001,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
Genji Sushi Bar,1308,"181 Cambridge St,Boston, MA 02114,","Sushi Bars,",1,NA,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Boston,300660010,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
MGH Canteen,1870,"55 Fruit St,Massachusetts General Hospital,Boston, MA 02114,","Cafeteria,",4,$ ,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Boston,300370000,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
Mrs Chan's,2095,"307 Cambridge St,Boston, MA 02114,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,300438000,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
Pico,2416,"181 Cambridge St,Boston, MA 02114,","Tacos,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,300660010,25025020301,14,110.5,110.4285714,3.337750485,0.357142857,0.142857143,0.214285714,0,0.285714286,5,10,13,10,12,5,13,16,9,11,3,0,0,1,0,2,FALSE
