restaurant_name,restaurant_ID,restaurant_address,restaurant_tag,rating,price,review_number,unique_reviewer,reviews_Jan_19,reviews_Feb_19,reviews_Mar_19,reviews_Apr_19,reviews_May_19,reviews_Jun_19,reviews_Jul_19,reviews_Aug_19,reviews_Jan_20,reviews_Feb_20,reviews_Mar_20,reviews_Apr_20,reviews_May_20,reviews_Jun_20,reviews_Jul_20,reviews_Aug_20,restaurant_neighborhood,GIS_ID,CT_ID_10,NUM_REST,RATE_REVIEWS,RATE_REVIEWERS,AVG_RATING,PCT_DLRS_1,PCT_DLRS_2,PCT_DLRS_3,PCT_DLRS_4,PCT_DLRS_NA,reviews_Jan_19,reviews_Feb_19,reviews_Mar_19,reviews_Apr_19,reviews_May_19,reviews_Jun_19,reviews_Jul_19,reviews_Aug_19,reviews_Jan_20,reviews_Feb_20,reviews_Mar_20,reviews_Apr_20,reviews_May_20,reviews_Jun_20,reviews_Jul_20,reviews_Aug_20,closed
Stefano Sub & Pizza,2924,"863 Washington St,Boston, MA 02124,","Pizza,",4,NA,8,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Dorchester Center,1702981000,25025100400,5,18.2,18.2,3.065934066,0.4,0.2,0,0,0.4,2,2,3,4,4,5,0,1,1,2,1,2,2,1,1,2,FALSE
Ashmont Grill,162,"555 Talbot Ave,Dorchester, MA 02124,","American (Traditional),Bars,Chicken Wings,",3.5,$$ ,407,407,3,1,3,3,3,0,1,3,3,0,0,0,0,0,0,2,Dorchester Center,1704946000,25025100500,5,119.4,119.2,3.711892797,0.4,0.6,0,0,0,4,1,4,8,5,4,4,7,5,4,1,0,0,0,1,2,FALSE
Next Step Soul Food Cafe,2165,"657 Washington St,Boston, MA 02124,","Southern,Soul Food,",4.5,$$ ,46,46,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,Dorchester Center,1701291000,25025100500,5,119.4,119.2,3.711892797,0.4,0.6,0,0,0,4,1,4,8,5,4,4,7,5,4,1,0,0,0,1,2,FALSE
Stalex,2911,"140 Norfolk St,Dorchester, MA 02124,","Pizza,American (Traditional),",3,$ ,46,46,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Dorchester Center,1701813000,25025100500,5,119.4,119.2,3.711892797,0.4,0.6,0,0,0,4,1,4,8,5,4,4,7,5,4,1,0,0,0,1,2,FALSE
Taste of Eden,3090,"38 Norfolk St,Dorchester Center, MA 02124,","Caribbean,",3.5,$ ,29,29,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,Dorchester Center,1701304000,25025100500,5,119.4,119.2,3.711892797,0.4,0.6,0,0,0,4,1,4,8,5,4,4,7,5,4,1,0,0,0,1,2,FALSE
Zia Gianna,3606,"1735-1741 Dorchester Ave,Boston, MA 02124,","Coffee & Tea,Italian,Bakeries,",5,$$ ,69,68,1,0,0,4,2,2,2,0,2,2,1,0,0,0,0,0,Dorchester Center,1601327000,25025100500,5,119.4,119.2,3.711892797,0.4,0.6,0,0,0,4,1,4,8,5,4,4,7,5,4,1,0,0,0,1,2,FALSE
Canton House,645,"1728 Dorchester Ave,Dorchester Center, MA 02124,","Chinese,",2.5,$ ,24,24,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,Dorchester Center,1601598000,25025100601,4,98.25,97.75,3.553435115,0.75,0.25,0,0,0,6,3,8,4,7,10,6,1,2,2,0,1,3,4,2,1,FALSE
Charlie's Place-Pizza Chicken & More,711,"1740 Dorchester Ave,Dorchester Center, MA 02124,","Pizza,",3,$ ,45,44,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Dorchester Center,1601598000,25025100601,4,98.25,97.75,3.553435115,0.75,0.25,0,0,0,6,3,8,4,7,10,6,1,2,2,0,1,3,4,2,1,FALSE
Dimitrio's Pizza & Wings,994,"1750 Dorchester Ave,Dorchester Center, MA 02124,","Pizza,Chicken Wings,Wraps,",2.5,$ ,63,63,1,0,1,1,0,0,2,0,1,0,0,1,0,1,2,0,Dorchester Center,1601662000,25025100601,4,98.25,97.75,3.553435115,0.75,0.25,0,0,0,6,3,8,4,7,10,6,1,2,2,0,1,3,4,2,1,FALSE
El Barrio Mexican Grill,1088,"1782 Dorchester Ave,Dorchester Center, MA 02124,","Mexican,",4,$$ ,261,260,2,3,7,1,5,8,3,1,1,2,0,0,3,2,0,1,Dorchester Center,1601663000,25025100601,4,98.25,97.75,3.553435115,0.75,0.25,0,0,0,6,3,8,4,7,10,6,1,2,2,0,1,3,4,2,1,FALSE
D'Angelo,913,"875 William T Morrissey Blvd,Dorchester, MA 02122,","Burgers,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorchester,1600259010,25025100603,6,60,60,3.622222222,0.333333333,0.166666667,0.166666667,0,0.333333333,9,7,8,2,9,6,6,7,3,3,4,2,0,3,1,1,FALSE
DW Brewpub,930,"820 Morrissey Blvd,Boston, MA 02122,","American (Traditional),",2.5,$$ ,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorchester,1602582000,25025100603,6,60,60,3.622222222,0.333333333,0.166666667,0.166666667,0,0.333333333,9,7,8,2,9,6,6,7,3,3,4,2,0,3,1,1,FALSE
Neponset Cafe,2128,"400 Neponset Ave,Boston, MA 02122,","Ramen,Coffee & Tea,Breakfast & Brunch,",4.5,NA,93,93,8,6,8,1,4,3,6,3,2,2,2,0,0,2,0,0,Dorchester,1602447000,25025100603,6,60,60,3.622222222,0.333333333,0.166666667,0.166666667,0,0.333333333,9,7,8,2,9,6,6,7,3,3,4,2,0,3,1,1,FALSE
Subway,2985,"875 William Morrisey Blvd,Dorchester, MA 02122,","Sandwiches,",2,$ ,4,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Dorchester,1600259010,25025100603,6,60,60,3.622222222,0.333333333,0.166666667,0.166666667,0,0.333333333,9,7,8,2,9,6,6,7,3,3,4,2,0,3,1,1,FALSE
Unchained Pizza,3416,"960 William T Morrissey Blvd,Boston, MA 02122,","Pizza,Burgers,",3,$ ,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorchester,1602499000,25025100603,6,60,60,3.622222222,0.333333333,0.166666667,0.166666667,0,0.333333333,9,7,8,2,9,6,6,7,3,3,4,2,0,3,1,1,FALSE
Venezia Restaurant Boston,3447,"20 Ericsson St,Boston, MA 02122,","Venues & Event Spaces,Italian,Wineries,",3.5,$$$ ,206,206,1,1,0,1,5,3,0,3,1,1,2,1,0,0,1,1,Dorchester,1602617003,25025100603,6,60,60,3.622222222,0.333333333,0.166666667,0.166666667,0,0.333333333,9,7,8,2,9,6,6,7,3,3,4,2,0,3,1,1,FALSE
Ashmont Market & Liquor,163,"630 Adams St,Dorchester, MA 02122,","Beer, Wine & Spirits,Delis,Sandwiches,",4,$ ,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorchester,1603792000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
China Sky Restaurant,761,"784 Adams St,Dorchester Center, MA 02124,","Chinese,",3,$$ ,39,39,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,Dorchester Center,1604087002,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
Dorset Hall,1026,"367 Neponset Ave,Boston, MA 02122,","Chicken Wings,American (New),Pizza,",3,$$ ,223,223,3,4,4,1,0,5,0,4,0,3,2,2,3,1,1,0,Dorchester,1603982001,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
Elia Alex J,1118,"750 Adams St,Dorchester, MA 02122,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorchester,1603617000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
Five Star Pizza Grill,1206,"616 Gallivan Blvd,Boston, MA 02124,","Pizza,Sandwiches,Salad,",3,$$ ,67,67,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,Dorchester Center,1604124000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
Florian Hall,1221,"55 Hallet St,Boston, MA 02124,","American (Traditional),Venues & Event Spaces,",5,NA,4,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Dorchester Center,1604181000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
Landmark Public House,1731,"772 Adams St,Boston, MA 02122,","Bars,American (Traditional),",3.5,$$ ,83,83,3,1,0,4,1,0,0,1,2,0,0,0,0,0,0,2,Dorchester,1604039000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
Lucy's American Tavern,1855,"13 Granite Ave,Dorchester, MA 02124,","American (New),Cocktail Bars,Breakfast & Brunch,",3.5,$$ ,340,340,5,3,12,8,8,2,8,4,4,4,1,0,0,0,5,1,Dorchester Center,1605154000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
McDonald's,1953,"515 Gallivan Blvd,Dorchester, MA 02124,","Burgers,Fast Food,Coffee & Tea,",2,$ ,22,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,Dorchester Center,1604736000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
Mud House,2098,"389 Neponset Ave,Dorchester, MA 02122,","Coffee & Tea,Breakfast & Brunch,",3.5,$ ,59,58,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,Dorchester,1603984000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
Papa Gino's Pizzeria,2331,"748 Gallivan Blvd,Dorchester, MA 02122,","Pizza,",2,$ ,61,61,1,0,0,0,3,0,0,2,2,0,0,0,0,0,1,0,Dorchester,1604227000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
The Industry,3246,"750 Adams St,Dorchester, MA 02122,","American (New),Steakhouses,Cocktail Bars,",4,$$ ,194,194,6,19,6,4,7,6,1,3,7,1,1,0,3,3,0,1,Dorchester,1603617000,25025100700,12,93.16666667,93.08333333,3.345259392,0.333333333,0.5,0,0,0.166666667,19,27,25,18,23,15,13,15,15,9,4,4,6,5,10,5,FALSE
Adams Corner Café & Butcher,54,"782 Adams St,Dorchester, MA 02122,","Breakfast & Brunch,Butcher,",4,NA,14,14,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Dorchester,1603399000,25025100800,6,87.66666667,87.66666667,3.684410646,0.166666667,0.333333333,0,0,0.5,8,8,4,4,4,2,7,6,2,4,2,4,8,1,2,4,FALSE
Molinari's,2059,"789 Adams St,Dorchester, MA 02124,","Pizza,Italian,Sandwiches,",4,$$ ,180,180,7,3,1,3,3,1,5,4,1,2,2,2,3,1,2,1,Dorchester Center,1605181000,25025100800,6,87.66666667,87.66666667,3.684410646,0.166666667,0.333333333,0,0,0.5,8,8,4,4,4,2,7,6,2,4,2,4,8,1,2,4,FALSE
Orans Gaff,2263,"76 Westmoreland St,Boston, MA 02124,","American (New),",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorchester Center,1603439000,25025100800,6,87.66666667,87.66666667,3.684410646,0.166666667,0.333333333,0,0,0.5,8,8,4,4,4,2,7,6,2,4,2,4,8,1,2,4,FALSE
Pat's Pizza,2356,"2254 Dorchester Ave,Dorchester Center, MA 02124,","Pizza,",3.5,$ ,132,132,0,4,1,1,0,0,0,0,1,0,0,1,5,0,0,0,Dorchester Center,1703555000,25025100800,6,87.66666667,87.66666667,3.684410646,0.166666667,0.333333333,0,0,0.5,8,8,4,4,4,2,7,6,2,4,2,4,8,1,2,4,FALSE
Tavolo,3119,"1918 Dorchester Ave,Dorchester, MA 02124,","Italian,Pizza,Pasta Shops,",3.5,$$ ,200,200,0,1,2,0,1,1,1,1,0,1,0,1,0,0,0,3,Dorchester Center,1604855000,25025100800,6,87.66666667,87.66666667,3.684410646,0.166666667,0.333333333,0,0,0.5,8,8,4,4,4,2,7,6,2,4,2,4,8,1,2,4,FALSE
Tylers Restaurant Bar and Grill,3402,"1220 Adams St,Dorchester Center, MA 02124,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorchester Center,1703661000,25025100800,6,87.66666667,87.66666667,3.684410646,0.166666667,0.333333333,0,0,0.5,8,8,4,4,4,2,7,6,2,4,2,4,8,1,2,4,FALSE
Bred,471,"2255 Dorchester Ave,Dorchester, MA 02124,","Sandwiches,Burgers,Juice Bars & Smoothies,",4,$$ ,214,213,0,1,1,1,1,1,0,1,1,0,2,3,4,6,4,3,Dorchester Center,1704059000,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
Chinatown Express,764,"79 River St,Mattapan, MA 02126,","Chinese,",4,$ ,31,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Mattapan,1703818000,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
Christo's Sandwich Shop,790,"1245 Adams St,Dorchester Center, MA 02124,","Sandwiches,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorchester Center,1704031010,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
Kapow Thai Cuisine,1639,"2257 Dorchester Ave,Boston, MA 02124,","Thai,",2.5,$$ ,87,86,1,1,2,0,0,1,0,1,1,0,2,1,1,0,2,0,Dorchester Center,1704059000,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
Lower Mills Tavern,1839,"2269 Dorchester Ave,Boston, MA 02124,","Cocktail Bars,Coffee & Tea,American (Traditional),",3.5,$$ ,131,131,1,2,2,2,1,2,2,1,3,2,3,1,0,1,0,0,Dorchester Center,1704061000,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
River Street Grill,2622,"73 River St,Mattapan, MA 02126,","American (Traditional),Pizza,Donuts,",3.5,$ ,35,35,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,Mattapan,1703783000,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
Spukies'n Pizza,2905,"1159 Washington St,Dorchester, MA 02124,","Pizza,Mediterranean,Greek,",4,$ ,41,41,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,Dorchester Center,1704052000,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
Sweet Life Bakery & Cafe,3028,"2243 Dorchester Ave,Boston, MA 02124,","Bakeries,Cafes,Cocktail Bars,",3.5,$$ ,204,204,1,3,1,3,2,1,2,2,2,2,2,0,0,0,0,1,Dorchester Center,1704057000,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
The Bowery Bar,3174,"2261 Dorchester Ave,Dorchester, MA 02124,","American (New),Bars,",3.5,$$ ,93,93,3,3,3,1,7,3,6,5,4,2,0,0,0,1,4,2,Dorchester Center,1704060000,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
The Pastry Lot,3274,"27 Ellison Ave,Boston, MA 02126,",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1703362000,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
Yellow Door Taqueria,3583,"2297 Dorchester Ave,Dorchester, MA 02124,","Mexican,Bars,",4,$$ ,190,189,4,1,4,4,4,6,7,5,7,3,5,0,1,1,2,2,Dorchester Center,1704065002,25025100900,11,93.27272727,92.90909091,3.647173489,0.272727273,0.545454545,0,0,0.181818182,11,11,16,11,15,16,17,16,19,9,14,5,7,10,14,8,FALSE
Burger King,529,"885 Cummins Hwy,Mattapan, MA 02126,","Burgers,Fast Food,",2,$ ,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Mattapan,1801682000,25025101001,7,22.14285714,22,3.190322581,0.571428571,0.285714286,0,0,0.142857143,2,1,4,1,2,1,1,3,2,0,4,3,2,2,1,1,FALSE
Mattapan House of Pizza,1940,"1631 Blue Hill Ave,Boston, MA 02126,","Pizza,",2.5,$$ ,30,30,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,Mattapan,1801138001,25025101001,7,22.14285714,22,3.190322581,0.571428571,0.285714286,0,0,0.142857143,2,1,4,1,2,1,1,3,2,0,4,3,2,2,1,1,FALSE
Papa John's,2333,"522 River St,Mattapan, MA 02126,","Pizza,",NA,$ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1801163000,25025101001,7,22.14285714,22,3.190322581,0.571428571,0.285714286,0,0,0.142857143,2,1,4,1,2,1,1,3,2,0,4,3,2,2,1,1,FALSE
Papa Johns,2337,"522 River St,Boston, MA 02126,","Pizza,",1.5,$ ,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1801163000,25025101001,7,22.14285714,22,3.190322581,0.571428571,0.285714286,0,0,0.142857143,2,1,4,1,2,1,1,3,2,0,4,3,2,2,1,1,FALSE
Right Taste Jamaican Restaurant,2604,"522 River St,Boston, MA 02126,","Caribbean,",4.5,$ ,16,16,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,Mattapan,1801163000,25025101001,7,22.14285714,22,3.190322581,0.571428571,0.285714286,0,0,0.142857143,2,1,4,1,2,1,1,3,2,0,4,3,2,2,1,1,FALSE
Simco's,2844,"1509 Blue Hill Ave,Mattapan, MA 02126,","Hot Dogs,",3.5,$$ ,90,89,1,0,3,0,0,1,0,2,2,0,2,2,0,2,0,1,Mattapan,1801040000,25025101001,7,22.14285714,22,3.190322581,0.571428571,0.285714286,0,0,0.142857143,2,1,4,1,2,1,1,3,2,0,4,3,2,2,1,1,FALSE
Edu and Den's Restaurant,1081,"637 River St,Mattapan, MA 02126,","Fast Food,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1801636000,25025101001,7,22.14285714,22,3.190322581,0.571428571,0.285714286,0,0,0.142857143,2,1,4,1,2,1,1,3,2,0,4,3,2,2,1,1,FALSE
Brothers Deli & Restaurant,499,"1638 Blue Hill Ave,Mattapan, MA 02126,","Delis,Breakfast & Brunch,Sandwiches,",4,$$ ,35,35,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Mattapan,1801023000,25025101002,7,25.85714286,25.71428571,2.660220994,0.285714286,0.428571429,0,0,0.285714286,7,2,4,3,2,2,0,2,0,2,1,2,3,0,4,1,FALSE
Domino's Pizza,1023,"1672 Blue Hill Ave,Mattapan, MA 02126,","Pizza,Chicken Wings,Sandwiches,",1.5,$ ,47,47,2,0,1,1,0,0,0,0,0,1,0,2,1,0,2,0,Mattapan,1800001000,25025101002,7,25.85714286,25.71428571,2.660220994,0.285714286,0.428571429,0,0,0.285714286,7,2,4,3,2,2,0,2,0,2,1,2,3,0,4,1,FALSE
Golden Krust Caribbean Restaurant,1338,"1614 Blue Hill Ave,Mattapan, MA 02126,","Caribbean,Bakeries,",2.5,NA,26,25,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,Mattapan,1801025000,25025101002,7,25.85714286,25.71428571,2.660220994,0.285714286,0.428571429,0,0,0.285714286,7,2,4,3,2,2,0,2,0,2,1,2,3,0,4,1,FALSE
La Belle Creole Cuisine,1694,"473 River St,Mattapan, MA 02126,","Cajun/Creole,Haitian,",2.5,NA,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mattapan,1801024000,25025101002,7,25.85714286,25.71428571,2.660220994,0.285714286,0.428571429,0,0,0.285714286,7,2,4,3,2,2,0,2,0,2,1,2,3,0,4,1,FALSE
Le Foyer Bakery,1750,"132 Babson St,Mattapan, MA 02126,","Bakeries,Haitian,",3,$$ ,47,47,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,Mattapan,1801034000,25025101002,7,25.85714286,25.71428571,2.660220994,0.285714286,0.428571429,0,0,0.285714286,7,2,4,3,2,2,0,2,0,2,1,2,3,0,4,1,FALSE
Las Vegas Express Restaurant,1740,"1592 Blue Hill Ave,Mattapan, MA 02126,","Caribbean,",2.5,$ ,11,11,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Mattapan,1801028000,25025101002,7,25.85714286,25.71428571,2.660220994,0.285714286,0.428571429,0,0,0.285714286,7,2,4,3,2,2,0,2,0,2,1,2,3,0,4,1,FALSE
Vikos Pizza & Ribs,3462,"855 River St,Mattapan, MA 02126,","Pizza,American (Traditional),",2.5,$$ ,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1801022000,25025101002,7,25.85714286,25.71428571,2.660220994,0.285714286,0.428571429,0,0,0.285714286,7,2,4,3,2,2,0,2,0,2,1,2,3,0,4,1,FALSE
Flames Restaurant,1211,"663 Morton St,Mattapan, MA 02126,","Caribbean,",3.5,$$ ,85,84,1,0,1,1,0,0,1,1,0,0,0,0,2,0,1,1,Mattapan,1404676000,25025101101,3,40,39.66666667,3.520833333,0.333333333,0.666666667,0,0,0,1,0,1,2,1,0,1,2,0,2,0,0,2,1,1,1,FALSE
Lenny's Tropical Bakery,1779,"1195 Blue Hill Ave,Mattapan, MA 02126,","Bakeries,Caribbean,",4,$ ,25,25,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,Mattapan,1404725000,25025101101,3,40,39.66666667,3.520833333,0.333333333,0.666666667,0,0,0,1,0,1,2,1,0,1,2,0,2,0,0,2,1,1,1,FALSE
Top of The Hill Seafood and Subs,3359,"1357 Blue Hill Ave,Mattapan, MA 02126,","Seafood,Sandwiches,Pizza,",2.5,$$ ,10,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Mattapan,1405185000,25025101101,3,40,39.66666667,3.520833333,0.333333333,0.666666667,0,0,0,1,0,1,2,1,0,1,2,0,2,0,0,2,1,1,1,FALSE
Ali's Roti Restaurant,81,"1188 Blue Hill Ave,Mattapan, MA 02126,","Trinidadian,",4,$ ,96,95,1,2,1,0,2,2,1,0,1,0,1,0,1,2,2,1,Mattapan,1403960000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
Boston Fried Chicken,436,"1198 Blue Hill Ave,Boston, MA 02126,","Fast Food,",5,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Mattapan,1403959000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
China City,752,"1202 Blue Hill Ave,Boston, MA 02126,","Seafood,Chinese,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1403959000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
China Sea Restaurant,760,"1202 Blue Hill Ave,Mattapan, MA 02126,","Chinese,",3.5,$ ,11,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mattapan,1403959000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
Fanfan Bakery West Indies Restaurant,1159,"765 Morton St,Boston, MA 02126,","Restaurants,",3,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1403944000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
Invi Restaurant,1533,"765 Morton St,Mattapan, MA 02126,","American (Traditional),",4,NA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1403944000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
Joseph's Pizzeria,1605,"1200 Blue Hill Ave,Mattapan, MA 02126,","Pizza,",4,$ ,9,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Mattapan,1403959000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
La Belle Capoise,1693,"765 Morton St,Mattapan, MA 02126,","Restaurants,",1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1403944000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
Lani's Pizza,1732,"1286 Blue Hill Ave,Mattapan, MA 02126,","Pizza,",3,$ ,21,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mattapan,1800866000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
Lelene's Restaurant,1777,"1296 Blue Hill Ave,Mattapan, MA 02126,","Caribbean,",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1800863000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
Magee's Fish House,1883,"1336 Blue Hill Ave,# A,Mattapan, MA 02126,","Restaurants,",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mattapan,1800923000,25025101102,14,14.42857143,14.35714286,3.722772277,0.357142857,0.071428571,0,0,0.571428571,2,2,1,3,3,5,2,0,2,0,1,1,2,4,2,3,FALSE
